"chr","gene_id","gene_name","start","end","transcript","exon","cds"
"8","ENSG00000147592","LACTB2",70635318,70669185,4,19,14
"8","ENSG00000198576","ARC",142611049,142614479,2,5,1
"8","ENSG00000212993","POU5F1B",127322183,127420066,2,7,2
"8","ENSG00000243761","RPL32P4",86043102,86043507,1,1,0
"8","ENSG00000067167","TRAM1",70573218,70608416,5,40,24
"8","ENSG00000167656","LY6D",142784882,142786539,4,9,3
"8","ENSG00000253507","",131308545,131317632,3,14,0
"8","ENSG00000253288","",137809444,138083657,3,11,0
"8","ENSG00000253336","",123288355,123290503,1,1,0
"8","ENSG00000254278","",119062942,119068782,1,2,0
"8","ENSG00000288067","",134190383,134390487,1,3,0
"8","ENSG00000140396","NCOA2",70109782,70403808,8,67,46
"8","ENSG00000042832","TG",132866958,133134903,20,194,119
"8","ENSG00000253716","MINCR",143280161,143281690,7,13,0
"8","ENSG00000167912","",59119040,59123478,5,10,0
"8","ENSG00000255033","SERPINA15P",111380603,111380868,1,1,0
"8","ENSG00000254402","LRRC24",144522388,144527033,2,10,8
"8","ENSG00000253407","",131129761,131144948,1,3,0
"8","ENSG00000164930","FZD6",103298433,103332866,7,48,29
"8","ENSG00000164764","SBSPON",73064543,73124088,2,10,5
"8","ENSG00000253672","",116402543,116403757,1,2,0
"8","ENSG00000253220","",126497385,126500440,2,5,0
"8","ENSG00000184428","TOP1MT",143304384,143359979,19,143,99
"8","ENSG00000160932","LY6E",143017982,143023832,15,62,39
"8","ENSG00000241105","",70506251,70506818,1,1,0
"8","ENSG00000285817","",137524755,137645564,1,4,0
"8","ENSG00000271509","",127292233,127292440,1,1,0
"8","ENSG00000241204","",70424125,70424576,1,1,0
"8","ENSG00000104499","GML",142834247,142916506,2,9,7
"8","ENSG00000253971","CDC42P3",142995850,142996482,1,1,0
"8","ENSG00000271113","",69794062,69794734,1,1,0
"8","ENSG00000278898","",134764809,134767276,1,1,0
"8","ENSG00000253783","",139114193,139127953,1,3,0
"8","ENSG00000253561","",133771409,133814537,1,3,0
"8","ENSG00000255456","",144584040,144586488,1,2,0
"8","ENSG00000253433","NCRNA00250",134838069,134842637,1,3,0
"8","ENSG00000280303","ERICD",140636281,140638283,1,1,0
"8","ENSG00000253143","",70471112,70480623,1,2,0
"8","ENSG00000243402","",129864478,129865052,1,1,0
"8","ENSG00000253156","H2AZP7",111621458,111621797,1,1,0
"8","ENSG00000277332","",142638596,142640648,1,2,0
"8","ENSG00000255182","",144495458,144505444,5,14,0
"8","ENSG00000270137","",132826179,132826903,1,1,0
"8","ENSG00000277494","GPIHBP1",143213218,143217170,1,4,4
"8","ENSG00000253728","",142834138,142834940,2,4,0
"8","ENSG00000234616","JRK",142657460,142681968,11,28,7
"8","ENSG00000197353","LYPD2",142750150,142752532,1,3,3
"8","ENSG00000283992","SLURP2",142764338,142769828,2,6,6
"8","ENSG00000261220","ST3GAL1-DT",133573183,133573861,1,1,0
"8","ENSG00000253521","HPYR1",132507962,132565246,2,7,0
"8","ENSG00000179142","CYP11B2",142910559,142917843,1,9,9
"8","ENSG00000253627","",134211865,134320447,1,2,0
"8","ENSG00000281641","SAMD12-AS1",118620498,118906155,5,35,0
"8","ENSG00000277576","",133946677,133947335,1,1,0
"8","ENSG00000261044","",142620373,142621064,1,1,0
"8","ENSG00000185730","ZNF696",143289676,143299952,6,20,13
"8","ENSG00000181790","ADGRB1",142449430,142545009,6,142,113
"8","ENSG00000287201","",130248287,130251051,1,2,0
"8","ENSG00000253421","ZNHIT1P1",142858354,142858797,1,1,0
"8","ENSG00000254255","",131712512,131712980,1,1,0
"8","ENSG00000147655","RSPO2",107899316,108083642,9,40,20
"8","ENSG00000254313","",133786093,133786268,1,1,0
"8","ENSG00000254389","RHPN1-AS1",143366631,143368548,1,1,0
"8","ENSG00000287195","",129953729,129964634,1,2,0
"8","ENSG00000243328","",143065915,143066587,1,2,0
"8","ENSG00000225259","ST13P6",133408006,133409107,1,1,0
"8","ENSG00000279518","",134783694,134785879,1,1,0
"8","ENSG00000189376","C8orf76",123219967,123241377,7,27,6
"8","ENSG00000253715","",142785374,142812120,1,3,0
"8","ENSG00000232722","MROH4P",142567260,142577881,3,17,0
"8","ENSG00000253165","",133775551,133777352,1,3,0
"8","ENSG00000249917","LINC00536",115950511,116325062,2,21,0
"8","ENSG00000254083","LINC01591",135234131,135299719,5,25,0
"8","ENSG00000240237","",133002605,133003075,1,1,0
"8","ENSG00000253153","",101562008,101562488,1,1,0
"8","ENSG00000171045","TSNARE1",142212080,142403182,9,81,65
"8","ENSG00000254533","",144698614,144699185,1,1,0
"8","ENSG00000131773","KHDRBS3",135457456,135656722,12,58,39
"8","ENSG00000264668","",143247110,143276403,1,4,1
"8","ENSG00000254076","",137696724,137698467,1,1,0
"8","ENSG00000126233","SLURP1",142740949,142742406,1,3,3
"8","ENSG00000223697","",132838117,132844298,2,5,0
"8","ENSG00000247317","LY6E-DT",142981738,143018437,5,12,0
"8","ENSG00000198169","ZNF251",144720907,144756417,4,14,8
"8","ENSG00000271240","",133962992,133963259,1,1,0
"8","ENSG00000250571","GLI4",143267433,143276931,11,32,19
"8","ENSG00000008513","ST3GAL1",133454848,133571940,16,78,31
"8","ENSG00000254372","",135455865,135456952,1,3,0
"8","ENSG00000155897","ADCY8",130780301,131040909,3,40,38
"8","ENSG00000253259","",130892070,130892785,1,2,0
"8","ENSG00000253593","",133886496,133902407,1,4,0
"8","ENSG00000147724","FAM135B",138130023,138497261,11,90,46
"8","ENSG00000283197","",133516184,133516268,1,1,0
"8","ENSG00000261693","",142403652,142407028,1,1,0
"8","ENSG00000253741","LNCOC1",142701857,142727016,6,36,0
"8","ENSG00000286535","",130358787,130362461,1,2,0
"8","ENSG00000253970","MTND2P7",133754811,133755450,1,1,0
"8","ENSG00000254249","",124036010,124040468,1,2,0
"8","ENSG00000167701","GPT",144502973,144507174,7,43,22
"8","ENSG00000177335","C8orf31",143039209,143060684,10,45,0
"8","ENSG00000280997","CCAT2",127400399,127402150,1,1,0
"8","ENSG00000180155","LYNX1",142771197,142777810,7,26,18
"8","ENSG00000254258","",139460062,139463016,1,2,0
"8","ENSG00000286122","",125648327,126008930,2,10,0
"8","ENSG00000284505","LYNX1-SLURP2",142764334,142778224,2,10,8
"8","ENSG00000255085","",144700353,144708517,5,12,0
"8","ENSG00000178764","ZHX2",122781655,122974510,2,6,2
"8","ENSG00000248492","ZFAT-AS1",134598071,134600689,1,2,0
"8","ENSG00000286266","",127578473,127636867,2,8,0
"8","ENSG00000254254","",56445807,56556513,4,16,0
"8","ENSG00000253824","",100380486,100464613,5,13,0
"8","ENSG00000253992","",130935409,130949665,1,3,0
"8","ENSG00000181638","ZFP41",143246821,143262705,4,10,2
"8","ENSG00000261710","",142089827,142091619,1,1,0
"8","ENSG00000253286","",123614219,123667248,3,12,0
"8","ENSG00000132297","HHLA1",132061486,132111159,4,58,49
"8","ENSG00000259631","",122977026,122985629,1,2,0
"8","ENSG00000206144","MAPK6P1",53537060,53540300,1,2,0
"8","ENSG00000254227","",125998994,126001001,1,2,0
"8","ENSG00000253868","FER1L6-AS2",124044395,124171522,3,11,0
"8","ENSG00000253470","",125749055,125750241,1,2,0
"8","ENSG00000271560","",101337496,101337649,1,1,0
"8","ENSG00000147604","RPL7",73290242,73295789,8,37,27
"8","ENSG00000254361","",137852204,138019873,3,13,0
"8","ENSG00000213563","C8orf82",144525733,144529132,5,14,13
"8","ENSG00000253916","MTCO1P49",133755845,133756646,1,1,0
"8","ENSG00000104324","CPQ",96645242,97149654,9,32,15
"8","ENSG00000283176","",133515506,133515745,1,1,0
"8","ENSG00000132294","EFR3A",131904093,132013642,8,95,72
"8","ENSG00000136986","DERL1",123013170,123042302,6,40,32
"8","ENSG00000232600","TONSL-AS1",144437675,144439971,1,4,0
"8","ENSG00000253530","",126506326,126522360,2,6,0
"8","ENSG00000253607","",123002560,123030751,1,2,0
"8","ENSG00000255313","",124936328,124943765,2,6,0
"8","ENSG00000066855","MTFR1",65644734,65771261,15,75,28
"8","ENSG00000255000","",145047860,145048889,1,1,0
"8","ENSG00000287332","",142111414,142185527,1,2,0
"8","ENSG00000263612","",144713899,144714845,1,1,0
"8","ENSG00000253372","",122807746,122816517,2,10,0
"8","ENSG00000249859","PVT1",127794526,128187101,176,960,0
"8","ENSG00000250563","KNOP1P5",126072587,126074231,1,2,0
"8","ENSG00000169436","COL22A1",138588235,138914041,7,172,119
"8","ENSG00000169398","PTK2",140657900,141002216,57,550,377
"8","ENSG00000253541","SEPTIN10P1",56476826,56477987,1,1,0
"8","ENSG00000253668","",53712697,53712896,1,1,0
"8","ENSG00000253841","",126073046,126073532,1,1,0
"8","ENSG00000287677","",141581658,141662209,5,30,0
"8","ENSG00000243498","UBA52P5",123236852,123237062,1,1,0
"8","ENSG00000164796","CSMD3",112222928,113436939,10,299,267
"8","ENSG00000160886","LY6K",142700111,142705127,5,13,11
"8","ENSG00000253567","",28447264,28455902,2,5,0
"8","ENSG00000254348","",47189305,47189560,1,1,0
"8","ENSG00000254431","",125348196,125351416,1,2,0
"8","ENSG00000250115","AK3P2",143057060,143057816,1,2,0
"8","ENSG00000130193","THEM6",142727223,142736927,3,7,4
"8","ENSG00000251218","",134849935,134881899,1,3,0
"8","ENSG00000164929","BAALC",103140713,103230305,9,24,13
"8","ENSG00000160957","RECQL4",144511288,144517845,10,82,69
"8","ENSG00000249816","LINC00964",124823702,124962531,83,346,0
"8","ENSG00000147799","ARHGAP39",144529179,144605816,3,24,21
"8","ENSG00000255325","",122485515,122489815,1,4,0
"8","ENSG00000160973","FOXH1",144473412,144475849,2,6,3
"8","ENSG00000167653","PSCA",142670308,142682725,4,10,5
"8","ENSG00000253949","",108581062,108626767,1,3,0
"8","ENSG00000172164","SNTB1",120535745,120813273,6,33,20
"8","ENSG00000047249","ATP6V1H",53715543,53843558,19,118,66
"8","ENSG00000187955","COL14A1",120059780,120373573,9,225,175
"8","ENSG00000253266","",141055290,141060596,2,7,0
"8","ENSG00000123908","AGO2",140520156,140635633,10,74,42
"8","ENSG00000271048","",134673131,134673512,1,1,0
"8","ENSG00000160949","TONSL",144428775,144444440,3,63,45
"8","ENSG00000254183","",141968091,141968841,1,1,0
"8","ENSG00000255206","",68082204,68095081,1,2,0
"8","ENSG00000228224","NACA4P",101361794,101372707,2,5,0
"8","ENSG00000286946","",112446575,112457993,2,7,0
"8","ENSG00000254150","",59557528,59557855,1,1,0
"8","ENSG00000248720","RFPL4AP5",126174186,126175014,1,2,0
"8","ENSG00000253806","",142727283,142727690,1,2,0
"8","ENSG00000272384","",122779971,122780830,1,1,0
"8","ENSG00000250290","NCAPGP1",120635558,120638204,1,2,0
"8","ENSG00000244413","RPL23AP56",134978827,134979279,1,1,0
"8","ENSG00000272456","",134722947,134723949,1,1,0
"8","ENSG00000156831","NSMCE2",125091679,125367120,13,67,37
"8","ENSG00000240919","",53532908,53533704,1,2,0
"8","ENSG00000272172","",143290399,143290621,1,1,0
"8","ENSG00000255366","",47190772,47193262,1,1,0
"8","ENSG00000254317","",129832301,129844504,1,3,0
"8","ENSG00000181195","PENK",56436674,56446671,9,24,11
"8","ENSG00000167700","MFSD3",144509070,144511213,4,12,5
"8","ENSG00000287322","",95039617,95042209,1,2,0
"8","ENSG00000253915","MAPRE1P1",135625185,135625981,1,1,0
"8","ENSG00000272043","",122780760,122781071,1,1,0
"8","ENSG00000253679","LINC02844",101261541,101262903,1,2,0
"8","ENSG00000254277","",71675300,71702786,2,5,0
"8","ENSG00000254578","",144463817,144465101,1,2,0
"8","ENSG00000287479","",101275425,101280835,1,2,0
"8","ENSG00000253282","",101287445,101293783,1,3,0
"8","ENSG00000265393","",144512567,144513672,1,2,0
"8","ENSG00000160959","LRRC14",144517992,144525172,9,27,11
"8","ENSG00000182307","C8orf33",145052465,145066685,9,46,29
"8","ENSG00000272037","",102256392,102257821,1,1,0
"8","ENSG00000240870","RPL19P14",98782055,98782628,1,1,0
"8","ENSG00000279766","",140572142,140572812,1,1,0
"8","ENSG00000066827","ZFAT",134477788,134713049,17,170,115
"8","ENSG00000156795","NTAQ1",123416726,123470028,10,61,41
"8","ENSG00000253923","",102417979,102418953,1,1,0
"8","ENSG00000285683","",136237236,136295232,2,8,0
"8","ENSG00000254332","",69129598,69130345,1,1,0
"8","ENSG00000248690","HAS2-AS1",121639293,121994185,19,100,0
"8","ENSG00000254241","MTCO1P47",110933263,110934533,1,1,0
"8","ENSG00000253373","",69175579,69178189,1,3,0
"8","ENSG00000254209","LINC02855",121668934,121697600,3,10,0
"8","ENSG00000253930","TNFRSF10A-AS1",23189279,23190675,1,2,0
"8","ENSG00000255122","",12580287,12581063,1,2,0
"8","ENSG00000104332","SFRP1",41261962,41309473,2,6,6
"8","ENSG00000147573","TRIM55",66126896,66175485,5,37,35
"8","ENSG00000147571","CRH",66176376,66178464,1,2,1
"8","ENSG00000251396","LINC01301",60289928,60516795,11,40,0
"8","ENSG00000286927","",135977329,135980588,1,2,0
"8","ENSG00000173334","TRIB1",125430358,125438403,4,10,6
"8","ENSG00000253107","",110555408,110556518,1,1,0
"8","ENSG00000254101","LINC02055",135859369,137092183,32,157,0
"8","ENSG00000170961","HAS2",121612116,121641440,1,4,3
"8","ENSG00000254008","LINC00051",142198356,142209003,1,3,0
"8","ENSG00000254388","DUTP2",123352181,123352643,1,1,0
"8","ENSG00000253956","",110334743,110349607,1,3,0
"8","ENSG00000266289","",103383078,103383854,1,1,0
"8","ENSG00000156802","ATAD2",123319850,123416350,8,139,45
"8","ENSG00000253122","",110609241,110632394,1,3,0
"8","ENSG00000239872","RPL35AP19",121380137,121380465,1,1,0
"8","ENSG00000222589","RN7SKP159",5910945,5911236,1,1,0
"8","ENSG00000242079","RN7SL318P",5142411,5142707,1,1,0
"8","ENSG00000206661","SNORA70",5128279,5128412,1,1,0
"8","ENSG00000222546","RNA5SP251",3700492,3700628,1,1,0
"8","ENSG00000263407","MIR4660",9048445,9048518,1,1,0
"8","ENSG00000239078","RNU7-55P",9072455,9072516,1,1,0
"8","ENSG00000197334","Metazoa_SRP",9091240,9091508,1,1,0
"8","ENSG00000284321","MIR124-1",9903388,9903472,1,1,0
"8","ENSG00000263616","RN7SL178P",8582352,8582655,1,1,0
"8","ENSG00000207244","SNORA70",8961575,8961708,1,1,0
"8","ENSG00000207415","RNU6-1151P",9287472,9287578,1,1,0
"8","ENSG00000201815","RNU6-526P",9371090,9371195,1,1,0
"8","ENSG00000263762","MIR4286",10666978,10667070,1,1,0
"8","ENSG00000212433","RNA5SP252",10686569,10686687,1,1,0
"8","ENSG00000200713","RNU6-682P",8895813,8895918,1,1,0
"8","ENSG00000264512","MIR5692A2",12719132,12719190,1,1,0
"8","ENSG00000283210","MIR1322",10825373,10825443,1,1,0
"8","ENSG00000207128","RNU6-729P",10476223,10476329,1,1,0
"8","ENSG00000266206","MIR3926-1",12727232,12727304,1,1,0
"8","ENSG00000207701","MIR597",9741672,9741768,1,1,0
"8","ENSG00000283523","MIR3926-2",12727237,12727299,1,1,0
"8","ENSG00000200630","Y_RNA",13160178,13160279,1,1,0
"8","ENSG00000252179","RNA5SP255",13536029,13536135,1,1,0
"8","ENSG00000264092","RN7SL474P",16863196,16863496,1,1,0
"8","ENSG00000252535","RNA5SP254",12333644,12333693,1,1,0
"8","ENSG00000222267","RNU6-892P",20229779,20229877,1,1,0
"8","ENSG00000207600","MIR598",11035206,11035302,1,1,0
"8","ENSG00000206996","RNU6-842P",13044350,13044456,1,1,0
"8","ENSG00000201157","SNORA62",18979619,18979772,1,1,0
"8","ENSG00000240116","RN7SL303P",22977877,22978127,1,1,0
"8","ENSG00000207027","",23806229,23806377,1,1,0
"8","ENSG00000201761","RNU6-336P",22434391,22434497,1,1,0
"8","ENSG00000207201","RNU1-148P",24076997,24077158,1,1,0
"8","ENSG00000252264","RNU7-153P",14319455,14319516,1,1,0
"8","ENSG00000206950","Y_RNA",14332555,14332663,1,1,0
"8","ENSG00000252035","RNU6-397P",14487776,14487879,1,1,0
"8","ENSG00000265520","MIR548V",17681578,17681657,1,1,0
"8","ENSG00000199127","MIR383",14853438,14853510,1,1,0
"8","ENSG00000212280","RNA5SP256",17748118,17748230,1,1,0
"8","ENSG00000222862","RNU6-1086P",27679836,27679935,1,1,0
"8","ENSG00000274988","MIR6876",25345402,25345474,1,1,0
"8","ENSG00000202242","RNU6-1276P",27773645,27773748,1,1,0
"8","ENSG00000252067","RNU4-71P",23600026,23600138,1,1,0
"8","ENSG00000264788","MIR3148",29957272,29957348,1,1,0
"8","ENSG00000222468","RNA5SP261",31598099,31598204,1,1,0
"8","ENSG00000240189","RN7SL621P",33580210,33580508,1,1,0
"8","ENSG00000254172","RNU5A-3P",30643689,30643802,1,1,0
"8","ENSG00000239175","RNU6-1218P",30043801,30043908,1,1,0
"8","ENSG00000200719","RNA5SP260",29048494,29048604,1,1,0
"8","ENSG00000284280","MIR6843",27610601,27610751,1,1,0
"8","ENSG00000273836","MIR6842",27433370,27433434,1,1,0
"8","ENSG00000252505","SNORA70",33540040,33540137,1,1,0
"8","ENSG00000212407","RNU6-663P",32911493,32911598,1,1,0
"8","ENSG00000221616","MIR548H4",27048853,27048963,1,1,0
"8","ENSG00000223215","RNU6-607P",37668898,37669005,1,1,0
"8","ENSG00000199620","RNA5SP258",26136880,26136998,1,1,0
"8","ENSG00000263794","RN7SL457P",33715784,33716070,1,1,0
"8","ENSG00000253437","RNU6-988P",38122374,38122480,1,1,0
"8","ENSG00000253739","RNU6-323P",38166012,38166118,1,1,0
"8","ENSG00000274705","MIR486-1",41660441,41660508,1,1,0
"8","ENSG00000283450","MIR486-2",41660444,41660507,1,1,0
"8","ENSG00000207101","Y_RNA",41803349,41803450,1,1,0
"8","ENSG00000241834","RN7SL149P",41840059,41840339,1,1,0
"8","ENSG00000252735","RNU6-528P",33338867,33338966,1,1,0
"8","ENSG00000206871","RNU6-533P",36309584,36309690,1,1,0
"8","ENSG00000238936","SNORD65B",41426655,41426727,1,1,0
"8","ENSG00000265847","MIR4287",27886039,27886116,1,1,0
"8","ENSG00000276685","",46028804,46028892,1,1,0
"8","ENSG00000252710","RNU6-295P",48307927,48308030,1,1,0
"8","ENSG00000222099","RN7SKP32",47068021,47068323,1,1,0
"8","ENSG00000206867","RNU6-356P",41032892,41032998,1,1,0
"8","ENSG00000239039","SNORD13",33513475,33513578,1,1,0
"8","ENSG00000274467","RNA5SP257",20290174,20290289,1,1,0
"8","ENSG00000242719","RN7SL806P",42881236,42881517,1,1,0
"8","ENSG00000202514","Y_RNA",42949388,42949495,1,1,0
"8","ENSG00000284062","MIR4469",42896197,42896275,1,1,0
"8","ENSG00000207369","RNU6-665P",47667771,47667877,1,1,0
"8","ENSG00000252261","RNA5SP262",32192028,32192153,1,1,0
"8","ENSG00000200246","RNA5SP263",32256496,32256623,1,1,0
"8","ENSG00000265075","MIR3622B",27701673,27701767,1,1,0
"8","ENSG00000284351","MIR3622A",27701677,27701759,1,1,0
"8","ENSG00000277418","RNA5SP531",48316669,48316770,1,1,0
"8","ENSG00000199640","RN7SKP294",49330210,49330547,1,1,0
"8","ENSG00000207361","RNU6-178P",28416448,28416551,1,1,0
"8","ENSG00000251835","RNU6ATAC32P",54152807,54152882,1,1,0
"8","ENSG00000201316","",51015021,51015165,1,1,0
"8","ENSG00000263372","MIR548AO",41271048,41271143,1,1,0
"8","ENSG00000206852","RNU6-895P",41298163,41298265,1,1,0
"8","ENSG00000200528","RNU6-1331P",53914719,53914824,1,1,0
"8","ENSG00000276353","Metazoa_SRP",54130582,54130860,1,1,0
"8","ENSG00000222522","RNU6-519P",47979414,47979521,1,1,0
"8","ENSG00000200986","RNU6-819P",47131781,47131887,1,1,0
"8","ENSG00000241032","RN7SL709P",37908738,37909037,1,1,0
"8","ENSG00000222955","RNA5SP265",55745232,55745342,1,1,0
"8","ENSG00000201231","RNU4-50P",58814412,58814552,1,1,0
"8","ENSG00000207450","Y_RNA",47805079,47805179,1,1,0
"8","ENSG00000201763","RNA5SP267",59455885,59456010,1,1,0
"8","ENSG00000252358","RN7SKP135",63609354,63609600,1,1,0
"8","ENSG00000264408","MIR4470",61714788,61714859,1,1,0
"8","ENSG00000202265","RNU6-596P",57289552,57289649,1,1,0
"8","ENSG00000199212","RNU105C",54330687,54330895,1,1,0
"8","ENSG00000222898","RN7SKP97",61631680,61632012,1,1,0
"8","ENSG00000206975","RNU6-13P",56917084,56917190,1,1,0
"8","ENSG00000239580","RN7SL675P",69922751,69923047,1,1,0
"8","ENSG00000252210","Y_RNA",68223318,68223402,1,1,0
"8","ENSG00000212473","RNU1-101P",70077906,70078032,1,1,0
"8","ENSG00000200714","Y_RNA",65592731,65592820,1,1,0
"8","ENSG00000222205","RNA5SP266",57126655,57126762,1,1,0
"8","ENSG00000206853","",59137372,59137502,1,1,0
"8","ENSG00000222889","RN7SKP29",69700224,69700495,1,1,0
"8","ENSG00000277740","Metazoa_SRP",69851148,69851436,1,1,0
"8","ENSG00000244107","RN7SL250P",54420468,54420725,1,1,0
"8","ENSG00000206949","RNU6-1324P",66501205,66501311,1,1,0
"8","ENSG00000207816","MIR124-2",64379149,64379257,1,1,0
"8","ENSG00000243532","RN7SL19P",70654578,70654883,1,1,0
"8","ENSG00000212348","RNU6-1300P",74048677,74048784,1,1,0
"8","ENSG00000212485","RNU6-1197P",74079537,74079643,1,1,0
"8","ENSG00000252594","RNU6-656P",46831050,46831156,1,1,0
"8","ENSG00000275128","RN7SL203P",70480192,70480487,1,1,0
"8","ENSG00000223220","Y_RNA",70780914,70781008,1,1,0
"8","ENSG00000252509","RNA5SP271",72357728,72357815,1,1,0
"8","ENSG00000252057","RNU7-174P",80560567,80560625,1,1,0
"8","ENSG00000206649","",80316939,80317069,1,1,0
"8","ENSG00000239184","RNA5SP269",68695643,68695779,1,1,0
"8","ENSG00000200191","U8",71815494,71815625,1,1,0
"8","ENSG00000238808","RNU7-102P",69110513,69110574,1,1,0
"8","ENSG00000252884","RNU6-1213P",80405516,80405609,1,1,0
"8","ENSG00000223293","RNA5SP270",69929905,69930022,1,1,0
"8","ENSG00000212429","RNU11-6P",80749561,80749693,1,1,0
"8","ENSG00000243951","RN7SL308P",80776666,80776962,1,1,0
"8","ENSG00000222231","RNU2-54P",76265543,76265732,1,1,0
"8","ENSG00000223327","RNU2-71P",80585585,80585773,1,1,0
"8","ENSG00000238884","RNU7-85P",79800133,79800195,1,1,0
"8","ENSG00000251904","RNA5SP272",88396437,88396547,1,1,0
"8","ENSG00000277604","Y_RNA",80484589,80484683,1,1,0
"8","ENSG00000199405","SNORA1B",55902723,55902855,1,1,0
"8","ENSG00000207359","RNU6-925P",89900721,89900824,1,1,0
"8","ENSG00000277063","MIR8084",93029751,93029839,1,1,0
"8","ENSG00000265588","MIR5708",80241389,80241473,1,1,0
"8","ENSG00000207036","RNY3P14",70357347,70357448,1,1,0
"8","ENSG00000206701","RNU6-1040P",84665759,84665865,1,1,0
"8","ENSG00000202095","RNU6-1172P",96431054,96431160,1,1,0
"8","ENSG00000202112","RNU6-690P",95599114,95599219,1,1,0
"8","ENSG00000266194","MIR4661",91205485,91205559,1,1,0
"8","ENSG00000243424","RN7SL107P",80613544,80613826,1,1,0
"8","ENSG00000284288","MIR378D2",93916022,93916119,1,1,0
"8","ENSG00000242315","RN7SL685P",100957883,100958180,1,1,0
"8","ENSG00000252935","RNU6-1220P",78398515,78398622,1,1,0
"8","ENSG00000252755","RNU6-703P",98048856,98048962,1,1,0
"8","ENSG00000207215","SNORD3H",97358265,97358478,1,1,0
"8","ENSG00000222416","RNA5SP274",93441277,93441384,1,1,0
"8","ENSG00000239211","RN7SL563P",101397636,101397933,1,1,0
"8","ENSG00000207378","RNU6-748P",98462944,98463050,1,1,0
"8","ENSG00000200151","RN7SKP231",91594965,91595241,1,1,0
"8","ENSG00000274701","Metazoa_SRP",94655911,94656208,1,1,0
"8","ENSG00000241550","RN7SL41P",80204606,80204902,1,1,0
"8","ENSG00000276673","",76733302,76733476,1,1,0
"8","ENSG00000207067","SNORA72",98042086,98042217,1,1,0
"8","ENSG00000202310","Y_RNA",100158868,100158975,1,1,0
"8","ENSG00000199667","Y_RNA",100185138,100185239,1,1,0
"8","ENSG00000207399","RNU6-1011P",103384961,103385067,1,1,0
"8","ENSG00000265657","MIR3151",103154614,103154689,1,1,0
"8","ENSG00000212414","SNORD77B",100004583,100004649,1,1,0
"8","ENSG00000221387","RNU6ATAC8P",102421197,102421322,1,1,0
"8","ENSG00000202399","Y_RNA",97772313,97772425,1,1,0
"8","ENSG00000221753","",100023982,100024084,1,1,0
"8","ENSG00000252558","RNU6-914P",98192205,98192313,1,1,0
"8","ENSG00000252593","RNU6-1224P",102533241,102533339,1,1,0
"8","ENSG00000272469","RN7SL760P",73833773,73834042,1,1,0
"8","ENSG00000283555","U2",109873913,109874018,1,1,0
"8","ENSG00000206719","Y_RNA",113950886,113950998,1,1,0
"8","ENSG00000266756","MIR5680",102125432,102125515,1,1,0
"8","ENSG00000275041","Metazoa_SRP",100897853,100898136,1,1,0
"8","ENSG00000200806","RNA5SP275",107884494,107884611,1,1,0
"8","ENSG00000265599","MIR4471",100382763,100382845,1,1,0
"8","ENSG00000199450","RNA5SP276",116022686,116022779,1,1,0
"8","ENSG00000207334","RNU6-12P",118976513,118976619,1,1,0
"8","ENSG00000206776","",119388348,119388469,1,1,0
"8","ENSG00000283956","MIR3610",116874728,116874800,1,1,0
"8","ENSG00000251840","RN7SKP155",123588759,123589046,1,1,0
"8","ENSG00000239115","RNU7-67P",101307367,101307428,1,1,0
"8","ENSG00000199354","RNA5SP273",90511128,90511240,1,1,0
"8","ENSG00000244033","RN7SL228P",117017946,117018248,1,1,0
"8","ENSG00000200525","RNU6-1209P",95055214,95055320,1,1,0
"8","ENSG00000242170","RN7SL329P",125270604,125270902,1,1,0
"8","ENSG00000266324","MIR4663",123215788,123215863,1,1,0
"8","ENSG00000240151","RN7SL826P",117163968,117164255,1,1,0
"8","ENSG00000283522","MIR3150A",95072914,95072993,1,1,0
"8","ENSG00000238399","MIR2053",112643493,112643583,1,1,0
"8","ENSG00000221461","U3",123180310,123180525,1,1,0
"8","ENSG00000201782","RN7SKP226",128220504,128220803,1,1,0
"8","ENSG00000252297","RNU6-875P",123342414,123342519,1,1,0
"8","ENSG00000276193","Metazoa_SRP",133668420,133668701,1,1,0
"8","ENSG00000276479","MIR548AZ",119325171,119325265,1,1,0
"8","ENSG00000283172","MIR548D1",123348034,123348130,1,1,0
"8","ENSG00000252158","SNORA72",131432776,131432869,1,1,0
"8","ENSG00000202360","RN7SKP249",101137959,101138313,1,1,0
"8","ENSG00000244642","RN7SL396P",119862662,119862956,1,1,0
"8","ENSG00000212451","RNU11-4P",126671522,126671654,1,1,0
"8","ENSG00000252852","",117313528,117313661,1,1,0
"8","ENSG00000207582","MIR30B",134800520,134800607,1,1,0
"8","ENSG00000207704","MIR548AA1",123348034,123348130,1,1,0
"8","ENSG00000199701","Y_RNA",94713715,94713812,1,1,0
"8","ENSG00000199153","MIR30D",134804876,134804945,1,1,0
"8","ENSG00000200075","",129868590,129868716,1,1,0
"8","ENSG00000251744","",139108430,139108534,1,1,0
"8","ENSG00000222795","RNU4-83P",100831728,100831860,1,1,0
"8","ENSG00000199732","Y_RNA",96309221,96309322,1,1,0
"8","ENSG00000199652","RNU1-35P",135742343,135742495,1,1,0
"8","ENSG00000202356","RNA5SP277",119891132,119891229,1,1,0
"8","ENSG00000238372","",101847256,101847360,1,1,0
"8","ENSG00000212273","",133644598,133644725,1,1,0
"8","ENSG00000278374","U4",123454981,123455107,1,1,0
"8","ENSG00000253043","RNU7-181P",130004528,130004601,1,1,0
