"gene_id","pathway_id","gene_name","pathway_name"
5739,"hsa04270","PTGIR","Vascular smooth muscle contraction"
796,"hsa04270","CALCA","Vascular smooth muscle contraction"
797,"hsa04270","CALCB","Vascular smooth muscle contraction"
133,"hsa04270","ADM","Vascular smooth muscle contraction"
10203,"hsa04270","CALCRL","Vascular smooth muscle contraction"
10267,"hsa04270","RAMP1","Vascular smooth muscle contraction"
10266,"hsa04270","RAMP2","Vascular smooth muscle contraction"
10268,"hsa04270","RAMP3","Vascular smooth muscle contraction"
2778,"hsa04270","GNAS","Vascular smooth muscle contraction"
107,"hsa04270","ADCY1","Vascular smooth muscle contraction"
108,"hsa04270","ADCY2","Vascular smooth muscle contraction"
109,"hsa04270","ADCY3","Vascular smooth muscle contraction"
196883,"hsa04270","ADCY4","Vascular smooth muscle contraction"
111,"hsa04270","ADCY5","Vascular smooth muscle contraction"
112,"hsa04270","ADCY6","Vascular smooth muscle contraction"
113,"hsa04270","ADCY7","Vascular smooth muscle contraction"
114,"hsa04270","ADCY8","Vascular smooth muscle contraction"
115,"hsa04270","ADCY9","Vascular smooth muscle contraction"
5566,"hsa04270","PRKACA","Vascular smooth muscle contraction"
5567,"hsa04270","PRKACB","Vascular smooth muscle contraction"
5568,"hsa04270","PRKACG","Vascular smooth muscle contraction"
4878,"hsa04270","NPPA","Vascular smooth muscle contraction"
4879,"hsa04270","NPPB","Vascular smooth muscle contraction"
4881,"hsa04270","NPR1","Vascular smooth muscle contraction"
4880,"hsa04270","NPPC","Vascular smooth muscle contraction"
4882,"hsa04270","NPR2","Vascular smooth muscle contraction"
5592,"hsa04270","PRKG1","Vascular smooth muscle contraction"
10335,"hsa04270","IRAG1","Vascular smooth muscle contraction"
2977,"hsa04270","GUCY1A2","Vascular smooth muscle contraction"
2982,"hsa04270","GUCY1A1","Vascular smooth muscle contraction"
2983,"hsa04270","GUCY1B1","Vascular smooth muscle contraction"
153,"hsa04970","ADRB1","Salivary secretion"
154,"hsa04970","ADRB2","Salivary secretion"
155,"hsa04970","ADRB3","Salivary secretion"
2778,"hsa04970","GNAS","Salivary secretion"
107,"hsa04970","ADCY1","Salivary secretion"
108,"hsa04970","ADCY2","Salivary secretion"
109,"hsa04970","ADCY3","Salivary secretion"
196883,"hsa04970","ADCY4","Salivary secretion"
111,"hsa04970","ADCY5","Salivary secretion"
112,"hsa04970","ADCY6","Salivary secretion"
113,"hsa04970","ADCY7","Salivary secretion"
114,"hsa04970","ADCY8","Salivary secretion"
115,"hsa04970","ADCY9","Salivary secretion"
5566,"hsa04970","PRKACA","Salivary secretion"
5567,"hsa04970","PRKACB","Salivary secretion"
5568,"hsa04970","PRKACG","Salivary secretion"
6844,"hsa04970","VAMP2","Salivary secretion"
148,"hsa04970","ADRA1A","Salivary secretion"
147,"hsa04970","ADRA1B","Salivary secretion"
146,"hsa04970","ADRA1D","Salivary secretion"
1131,"hsa04970","CHRM3","Salivary secretion"
2776,"hsa04970","GNAQ","Salivary secretion"
23236,"hsa04970","PLCB1","Salivary secretion"
5330,"hsa04970","PLCB2","Salivary secretion"
5331,"hsa04970","PLCB3","Salivary secretion"
5332,"hsa04970","PLCB4","Salivary secretion"
5578,"hsa04970","PRKCA","Salivary secretion"
5579,"hsa04970","PRKCB","Salivary secretion"
5582,"hsa04970","PRKCG","Salivary secretion"
3708,"hsa04970","ITPR1","Salivary secretion"
3709,"hsa04970","ITPR2","Salivary secretion"
3710,"hsa04970","ITPR3","Salivary secretion"
6263,"hsa04970","RYR3","Salivary secretion"
810,"hsa04970","CALML3","Salivary secretion"
805,"hsa04970","CALM2","Salivary secretion"
808,"hsa04970","CALM3","Salivary secretion"
801,"hsa04970","CALM1","Salivary secretion"
163688,"hsa04970","CALML6","Salivary secretion"
51806,"hsa04970","CALML5","Salivary secretion"
91860,"hsa04970","CALML4","Salivary secretion"
4842,"hsa04970","NOS1","Salivary secretion"
2977,"hsa04970","GUCY1A2","Salivary secretion"
2982,"hsa04970","GUCY1A1","Salivary secretion"
2983,"hsa04970","GUCY1B1","Salivary secretion"
5592,"hsa04970","PRKG1","Salivary secretion"
5593,"hsa04970","PRKG2","Salivary secretion"
952,"hsa04970","CD38","Salivary secretion"
683,"hsa04970","BST1","Salivary secretion"
54831,"hsa04970","BEST2","Salivary secretion"
362,"hsa04970","AQP5","Salivary secretion"
476,"hsa04970","ATP1A1","Salivary secretion"
477,"hsa04970","ATP1A2","Salivary secretion"
478,"hsa04970","ATP1A3","Salivary secretion"
480,"hsa04970","ATP1A4","Salivary secretion"
23439,"hsa04970","ATP1B4","Salivary secretion"
481,"hsa04970","ATP1B1","Salivary secretion"
482,"hsa04970","ATP1B2","Salivary secretion"
483,"hsa04970","ATP1B3","Salivary secretion"
486,"hsa04970","FXYD2","Salivary secretion"
490,"hsa04970","ATP2B1","Salivary secretion"
492,"hsa04970","ATP2B3","Salivary secretion"
493,"hsa04970","ATP2B4","Salivary secretion"
491,"hsa04970","ATP2B2","Salivary secretion"
6558,"hsa04970","SLC12A2","Salivary secretion"
3783,"hsa04970","KCNN4","Salivary secretion"
3778,"hsa04970","KCNMA1","Salivary secretion"
6522,"hsa04970","SLC4A2","Salivary secretion"
6548,"hsa04970","SLC9A1","Salivary secretion"
55503,"hsa04970","TRPV6","Salivary secretion"
727897,"hsa04970","MUC5B","Salivary secretion"
4589,"hsa04970","MUC7","Salivary secretion"
278,"hsa04970","AMY1C","Salivary secretion"
279,"hsa04970","AMY2A","Salivary secretion"
276,"hsa04970","AMY1A","Salivary secretion"
280,"hsa04970","AMY2B","Salivary secretion"
277,"hsa04970","AMY1B","Salivary secretion"
5555,"hsa04970","PRH2","Salivary secretion"
5554,"hsa04970","PRH1","Salivary secretion"
5542,"hsa04970","PRB1","Salivary secretion"
653247,"hsa04970","PRB2","Salivary secretion"
1755,"hsa04970","DMBT1","Salivary secretion"
1469,"hsa04970","CST1","Salivary secretion"
1470,"hsa04970","CST2","Salivary secretion"
1471,"hsa04970","CST3","Salivary secretion"
1472,"hsa04970","CST4","Salivary secretion"
1473,"hsa04970","CST5","Salivary secretion"
3346,"hsa04970","HTN1","Salivary secretion"
3347,"hsa04970","HTN3","Salivary secretion"
6779,"hsa04970","STATH","Salivary secretion"
4069,"hsa04970","LYZ","Salivary secretion"
84569,"hsa04970","LYZL1","Salivary secretion"
4025,"hsa04970","LPO","Salivary secretion"
820,"hsa04970","CAMP","Salivary secretion"
1131,"hsa04971","CHRM3","Gastric acid secretion"
2520,"hsa04971","GAST","Gastric acid secretion"
887,"hsa04971","CCKBR","Gastric acid secretion"
2776,"hsa04971","GNAQ","Gastric acid secretion"
23236,"hsa04971","PLCB1","Gastric acid secretion"
5330,"hsa04971","PLCB2","Gastric acid secretion"
5331,"hsa04971","PLCB3","Gastric acid secretion"
5332,"hsa04971","PLCB4","Gastric acid secretion"
5578,"hsa04971","PRKCA","Gastric acid secretion"
5579,"hsa04971","PRKCB","Gastric acid secretion"
5582,"hsa04971","PRKCG","Gastric acid secretion"
7430,"hsa04971","EZR","Gastric acid secretion"
71,"hsa04971","ACTG1","Gastric acid secretion"
60,"hsa04971","ACTB","Gastric acid secretion"
3708,"hsa04971","ITPR1","Gastric acid secretion"
3709,"hsa04971","ITPR2","Gastric acid secretion"
3710,"hsa04971","ITPR3","Gastric acid secretion"
810,"hsa04971","CALML3","Gastric acid secretion"
805,"hsa04971","CALM2","Gastric acid secretion"
808,"hsa04971","CALM3","Gastric acid secretion"
801,"hsa04971","CALM1","Gastric acid secretion"
163688,"hsa04971","CALML6","Gastric acid secretion"
51806,"hsa04971","CALML5","Gastric acid secretion"
91860,"hsa04971","CALML4","Gastric acid secretion"
815,"hsa04971","CAMK2A","Gastric acid secretion"
817,"hsa04971","CAMK2D","Gastric acid secretion"
816,"hsa04971","CAMK2B","Gastric acid secretion"
818,"hsa04971","CAMK2G","Gastric acid secretion"
4638,"hsa04971","MYLK","Gastric acid secretion"
85366,"hsa04971","MYLK2","Gastric acid secretion"
91807,"hsa04971","MYLK3","Gastric acid secretion"
340156,"hsa04971","MYLK4","Gastric acid secretion"
3274,"hsa04971","HRH2","Gastric acid secretion"
2778,"hsa04971","GNAS","Gastric acid secretion"
107,"hsa04971","ADCY1","Gastric acid secretion"
108,"hsa04971","ADCY2","Gastric acid secretion"
109,"hsa04971","ADCY3","Gastric acid secretion"
196883,"hsa04971","ADCY4","Gastric acid secretion"
111,"hsa04971","ADCY5","Gastric acid secretion"
112,"hsa04971","ADCY6","Gastric acid secretion"
113,"hsa04971","ADCY7","Gastric acid secretion"
114,"hsa04971","ADCY8","Gastric acid secretion"
115,"hsa04971","ADCY9","Gastric acid secretion"
6750,"hsa04971","SST","Gastric acid secretion"
6752,"hsa04971","SSTR2","Gastric acid secretion"
2770,"hsa04971","GNAI1","Gastric acid secretion"
2773,"hsa04971","GNAI3","Gastric acid secretion"
2771,"hsa04971","GNAI2","Gastric acid secretion"
5566,"hsa04971","PRKACA","Gastric acid secretion"
5567,"hsa04971","PRKACB","Gastric acid secretion"
5568,"hsa04971","PRKACG","Gastric acid secretion"
495,"hsa04971","ATP4A","Gastric acid secretion"
496,"hsa04971","ATP4B","Gastric acid secretion"
9992,"hsa04971","KCNE2","Gastric acid secretion"
3784,"hsa04971","KCNQ1","Gastric acid secretion"
3758,"hsa04971","KCNJ1","Gastric acid secretion"
3759,"hsa04971","KCNJ2","Gastric acid secretion"
3766,"hsa04971","KCNJ10","Gastric acid secretion"
3772,"hsa04971","KCNJ15","Gastric acid secretion"
3773,"hsa04971","KCNJ16","Gastric acid secretion"
1080,"hsa04971","CFTR","Gastric acid secretion"
3776,"hsa04971","KCNK2","Gastric acid secretion"
54207,"hsa04971","KCNK10","Gastric acid secretion"
476,"hsa04971","ATP1A1","Gastric acid secretion"
477,"hsa04971","ATP1A2","Gastric acid secretion"
478,"hsa04971","ATP1A3","Gastric acid secretion"
480,"hsa04971","ATP1A4","Gastric acid secretion"
23439,"hsa04971","ATP1B4","Gastric acid secretion"
481,"hsa04971","ATP1B1","Gastric acid secretion"
482,"hsa04971","ATP1B2","Gastric acid secretion"
483,"hsa04971","ATP1B3","Gastric acid secretion"
6548,"hsa04971","SLC9A1","Gastric acid secretion"
389015,"hsa04971","SLC9A4","Gastric acid secretion"
760,"hsa04971","CA2","Gastric acid secretion"
115111,"hsa04971","SLC26A7","Gastric acid secretion"
6522,"hsa04971","SLC4A2","Gastric acid secretion"
1131,"hsa04972","CHRM3","Pancreatic secretion"
885,"hsa04972","CCK","Pancreatic secretion"
886,"hsa04972","CCKAR","Pancreatic secretion"
2776,"hsa04972","GNAQ","Pancreatic secretion"
23236,"hsa04972","PLCB1","Pancreatic secretion"
5330,"hsa04972","PLCB2","Pancreatic secretion"
5331,"hsa04972","PLCB3","Pancreatic secretion"
5332,"hsa04972","PLCB4","Pancreatic secretion"
5578,"hsa04972","PRKCA","Pancreatic secretion"
5579,"hsa04972","PRKCB","Pancreatic secretion"
5582,"hsa04972","PRKCG","Pancreatic secretion"
9545,"hsa04972","RAB3D","Pancreatic secretion"
4218,"hsa04972","RAB8A","Pancreatic secretion"
8766,"hsa04972","RAB11A","Pancreatic secretion"
5874,"hsa04972","RAB27B","Pancreatic secretion"
5906,"hsa04972","RAP1A","Pancreatic secretion"
5908,"hsa04972","RAP1B","Pancreatic secretion"
387,"hsa04972","RHOA","Pancreatic secretion"
5879,"hsa04972","RAC1","Pancreatic secretion"
278,"hsa04972","AMY1C","Pancreatic secretion"
279,"hsa04972","AMY2A","Pancreatic secretion"
276,"hsa04972","AMY1A","Pancreatic secretion"
280,"hsa04972","AMY2B","Pancreatic secretion"
277,"hsa04972","AMY1B","Pancreatic secretion"
5646,"hsa04972","PRSS3","Pancreatic secretion"
5645,"hsa04972","PRSS2","Pancreatic secretion"
5644,"hsa04972","PRSS1","Pancreatic secretion"
440387,"hsa04972","CTRB2","Pancreatic secretion"
1504,"hsa04972","CTRB1","Pancreatic secretion"
1506,"hsa04972","CTRL","Pancreatic secretion"
63036,"hsa04972","CELA2A","Pancreatic secretion"
51032,"hsa04972","CELA2B","Pancreatic secretion"
10136,"hsa04972","CELA3A","Pancreatic secretion"
23436,"hsa04972","CELA3B","Pancreatic secretion"
1357,"hsa04972","CPA1","Pancreatic secretion"
1358,"hsa04972","CPA2","Pancreatic secretion"
1359,"hsa04972","CPA3","Pancreatic secretion"
1360,"hsa04972","CPB1","Pancreatic secretion"
1361,"hsa04972","CPB2","Pancreatic secretion"
5406,"hsa04972","PNLIP","Pancreatic secretion"
5407,"hsa04972","PNLIPRP1","Pancreatic secretion"
5408,"hsa04972","PNLIPRP2","Pancreatic secretion"
1056,"hsa04972","CEL","Pancreatic secretion"
8399,"hsa04972","PLA2G10","Pancreatic secretion"
26279,"hsa04972","PLA2G2D","Pancreatic secretion"
30814,"hsa04972","PLA2G2E","Pancreatic secretion"
50487,"hsa04972","PLA2G3","Pancreatic secretion"
64600,"hsa04972","PLA2G2F","Pancreatic secretion"
81579,"hsa04972","PLA2G12A","Pancreatic secretion"
84647,"hsa04972","PLA2G12B","Pancreatic secretion"
5319,"hsa04972","PLA2G1B","Pancreatic secretion"
5322,"hsa04972","PLA2G5","Pancreatic secretion"
5320,"hsa04972","PLA2G2A","Pancreatic secretion"
391013,"hsa04972","PLA2G2C","Pancreatic secretion"
3708,"hsa04972","ITPR1","Pancreatic secretion"
3709,"hsa04972","ITPR2","Pancreatic secretion"
3710,"hsa04972","ITPR3","Pancreatic secretion"
6262,"hsa04972","RYR2","Pancreatic secretion"
952,"hsa04972","CD38","Pancreatic secretion"
683,"hsa04972","BST1","Pancreatic secretion"
219931,"hsa04972","TPCN2","Pancreatic secretion"
487,"hsa04972","ATP2A1","Pancreatic secretion"
489,"hsa04972","ATP2A3","Pancreatic secretion"
488,"hsa04972","ATP2A2","Pancreatic secretion"
1179,"hsa04972","CLCA1","Pancreatic secretion"
9635,"hsa04972","CLCA2","Pancreatic secretion"
22802,"hsa04972","CLCA4","Pancreatic secretion"
7220,"hsa04972","TRPC1","Pancreatic secretion"
6558,"hsa04972","SLC12A2","Pancreatic secretion"
476,"hsa04972","ATP1A1","Pancreatic secretion"
477,"hsa04972","ATP1A2","Pancreatic secretion"
478,"hsa04972","ATP1A3","Pancreatic secretion"
480,"hsa04972","ATP1A4","Pancreatic secretion"
23439,"hsa04972","ATP1B4","Pancreatic secretion"
481,"hsa04972","ATP1B1","Pancreatic secretion"
482,"hsa04972","ATP1B2","Pancreatic secretion"
483,"hsa04972","ATP1B3","Pancreatic secretion"
486,"hsa04972","FXYD2","Pancreatic secretion"
3784,"hsa04972","KCNQ1","Pancreatic secretion"
3778,"hsa04972","KCNMA1","Pancreatic secretion"
490,"hsa04972","ATP2B1","Pancreatic secretion"
492,"hsa04972","ATP2B3","Pancreatic secretion"
493,"hsa04972","ATP2B4","Pancreatic secretion"
491,"hsa04972","ATP2B2","Pancreatic secretion"
6548,"hsa04972","SLC9A1","Pancreatic secretion"
6522,"hsa04972","SLC4A2","Pancreatic secretion"
6343,"hsa04972","SCT","Pancreatic secretion"
6344,"hsa04972","SCTR","Pancreatic secretion"
2778,"hsa04972","GNAS","Pancreatic secretion"
107,"hsa04972","ADCY1","Pancreatic secretion"
108,"hsa04972","ADCY2","Pancreatic secretion"
109,"hsa04972","ADCY3","Pancreatic secretion"
196883,"hsa04972","ADCY4","Pancreatic secretion"
111,"hsa04972","ADCY5","Pancreatic secretion"
112,"hsa04972","ADCY6","Pancreatic secretion"
113,"hsa04972","ADCY7","Pancreatic secretion"
114,"hsa04972","ADCY8","Pancreatic secretion"
115,"hsa04972","ADCY9","Pancreatic secretion"
1080,"hsa04972","CFTR","Pancreatic secretion"
1811,"hsa04972","SLC26A3","Pancreatic secretion"
8671,"hsa04972","SLC4A4","Pancreatic secretion"
760,"hsa04972","CA2","Pancreatic secretion"
2052,"hsa04976","EPHX1","Bile secretion"
6579,"hsa04976","SLCO1A2","Bile secretion"
28234,"hsa04976","SLCO1B3","Bile secretion"
10599,"hsa04976","SLCO1B1","Bile secretion"
6554,"hsa04976","SLC10A1","Bile secretion"
10864,"hsa04976","SLC22A7","Bile secretion"
9376,"hsa04976","SLC22A8","Bile secretion"
6580,"hsa04976","SLC22A1","Bile secretion"
3156,"hsa04976","HMGCR","Bile secretion"
949,"hsa04976","SCARB1","Bile secretion"
3949,"hsa04976","LDLR","Bile secretion"
57552,"hsa04976","NCEH1","Bile secretion"
1581,"hsa04976","CYP7A1","Bile secretion"
9971,"hsa04976","NR1H4","Bile secretion"
6256,"hsa04976","RXRA","Bile secretion"
8431,"hsa04976","NR0B2","Bile secretion"
10941,"hsa04976","UGT2A1","Bile secretion"
79799,"hsa04976","UGT2A3","Bile secretion"
7367,"hsa04976","UGT2B17","Bile secretion"
10720,"hsa04976","UGT2B11","Bile secretion"
54490,"hsa04976","UGT2B28","Bile secretion"
54578,"hsa04976","UGT1A6","Bile secretion"
54657,"hsa04976","UGT1A4","Bile secretion"
54658,"hsa04976","UGT1A1","Bile secretion"
54659,"hsa04976","UGT1A3","Bile secretion"
7365,"hsa04976","UGT2B10","Bile secretion"
54600,"hsa04976","UGT1A9","Bile secretion"
7364,"hsa04976","UGT2B7","Bile secretion"
54575,"hsa04976","UGT1A10","Bile secretion"
54576,"hsa04976","UGT1A8","Bile secretion"
54579,"hsa04976","UGT1A5","Bile secretion"
7366,"hsa04976","UGT2B15","Bile secretion"
54577,"hsa04976","UGT1A7","Bile secretion"
7363,"hsa04976","UGT2B4","Bile secretion"
574537,"hsa04976","UGT2A2","Bile secretion"
6822,"hsa04976","SULT2A1","Bile secretion"
10998,"hsa04976","SLC27A5","Bile secretion"
570,"hsa04976","BAAT","Bile secretion"
1576,"hsa04976","CYP3A4","Bile secretion"
366,"hsa04976","AQP9","Bile secretion"
343,"hsa04976","AQP8","Bile secretion"
64240,"hsa04976","ABCG5","Bile secretion"
64241,"hsa04976","ABCG8","Bile secretion"
8647,"hsa04976","ABCB11","Bile secretion"
1244,"hsa04976","ABCC2","Bile secretion"
9429,"hsa04976","ABCG2","Bile secretion"
760,"hsa04976","CA2","Bile secretion"
6522,"hsa04976","SLC4A2","Bile secretion"
5243,"hsa04976","ABCB1","Bile secretion"
5244,"hsa04976","ABCB4","Bile secretion"
6548,"hsa04976","SLC9A1","Bile secretion"
57835,"hsa04976","SLC4A5","Bile secretion"
8714,"hsa04976","ABCC3","Bile secretion"
10257,"hsa04976","ABCC4","Bile secretion"
200931,"hsa04976","SLC51A","Bile secretion"
123264,"hsa04976","SLC51B","Bile secretion"
3781,"hsa04976","KCNN2","Bile secretion"
476,"hsa04976","ATP1A1","Bile secretion"
477,"hsa04976","ATP1A2","Bile secretion"
478,"hsa04976","ATP1A3","Bile secretion"
480,"hsa04976","ATP1A4","Bile secretion"
23439,"hsa04976","ATP1B4","Bile secretion"
481,"hsa04976","ATP1B1","Bile secretion"
482,"hsa04976","ATP1B2","Bile secretion"
483,"hsa04976","ATP1B3","Bile secretion"
486,"hsa04976","FXYD2","Bile secretion"
6343,"hsa04976","SCT","Bile secretion"
6344,"hsa04976","SCTR","Bile secretion"
2778,"hsa04976","GNAS","Bile secretion"
107,"hsa04976","ADCY1","Bile secretion"
108,"hsa04976","ADCY2","Bile secretion"
109,"hsa04976","ADCY3","Bile secretion"
196883,"hsa04976","ADCY4","Bile secretion"
111,"hsa04976","ADCY5","Bile secretion"
112,"hsa04976","ADCY6","Bile secretion"
113,"hsa04976","ADCY7","Bile secretion"
114,"hsa04976","ADCY8","Bile secretion"
115,"hsa04976","ADCY9","Bile secretion"
5566,"hsa04976","PRKACA","Bile secretion"
5567,"hsa04976","PRKACB","Bile secretion"
5568,"hsa04976","PRKACG","Bile secretion"
1080,"hsa04976","CFTR","Bile secretion"
8671,"hsa04976","SLC4A4","Bile secretion"
361,"hsa04976","AQP4","Bile secretion"
358,"hsa04976","AQP1","Bile secretion"
6555,"hsa04976","SLC10A2","Bile secretion"
6523,"hsa04976","SLC5A1","Bile secretion"
6550,"hsa04976","SLC9A3","Bile secretion"
6513,"hsa04976","SLC2A1","Bile secretion"
278,"hsa04973","AMY1C","Carbohydrate digestion and absorption"
279,"hsa04973","AMY2A","Carbohydrate digestion and absorption"
276,"hsa04973","AMY1A","Carbohydrate digestion and absorption"
280,"hsa04973","AMY2B","Carbohydrate digestion and absorption"
277,"hsa04973","AMY1B","Carbohydrate digestion and absorption"
3938,"hsa04973","LCT","Carbohydrate digestion and absorption"
8972,"hsa04973","MGAM","Carbohydrate digestion and absorption"
93432,"hsa04973","MGAM2","Carbohydrate digestion and absorption"
6476,"hsa04973","SI","Carbohydrate digestion and absorption"
6523,"hsa04973","SLC5A1","Carbohydrate digestion and absorption"
476,"hsa04973","ATP1A1","Carbohydrate digestion and absorption"
477,"hsa04973","ATP1A2","Carbohydrate digestion and absorption"
478,"hsa04973","ATP1A3","Carbohydrate digestion and absorption"
480,"hsa04973","ATP1A4","Carbohydrate digestion and absorption"
23439,"hsa04973","ATP1B4","Carbohydrate digestion and absorption"
481,"hsa04973","ATP1B1","Carbohydrate digestion and absorption"
482,"hsa04973","ATP1B2","Carbohydrate digestion and absorption"
483,"hsa04973","ATP1B3","Carbohydrate digestion and absorption"
486,"hsa04973","FXYD2","Carbohydrate digestion and absorption"
6514,"hsa04973","SLC2A2","Carbohydrate digestion and absorption"
3101,"hsa04973","HK3","Carbohydrate digestion and absorption"
3098,"hsa04973","HK1","Carbohydrate digestion and absorption"
3099,"hsa04973","HK2","Carbohydrate digestion and absorption"
80201,"hsa04973","HKDC1","Carbohydrate digestion and absorption"
2542,"hsa04973","SLC37A4","Carbohydrate digestion and absorption"
2538,"hsa04973","G6PC1","Carbohydrate digestion and absorption"
57818,"hsa04973","G6PC2","Carbohydrate digestion and absorption"
92579,"hsa04973","G6PC3","Carbohydrate digestion and absorption"
6518,"hsa04973","SLC2A5","Carbohydrate digestion and absorption"
5295,"hsa04973","PIK3R1","Carbohydrate digestion and absorption"
5296,"hsa04973","PIK3R2","Carbohydrate digestion and absorption"
8503,"hsa04973","PIK3R3","Carbohydrate digestion and absorption"
5290,"hsa04973","PIK3CA","Carbohydrate digestion and absorption"
5293,"hsa04973","PIK3CD","Carbohydrate digestion and absorption"
5291,"hsa04973","PIK3CB","Carbohydrate digestion and absorption"
207,"hsa04973","AKT1","Carbohydrate digestion and absorption"
208,"hsa04973","AKT2","Carbohydrate digestion and absorption"
10000,"hsa04973","AKT3","Carbohydrate digestion and absorption"
776,"hsa04973","CACNA1D","Carbohydrate digestion and absorption"
5579,"hsa04973","PRKCB","Carbohydrate digestion and absorption"
80834,"hsa04973","TAS1R2","Carbohydrate digestion and absorption"
83756,"hsa04973","TAS1R3","Carbohydrate digestion and absorption"
346562,"hsa04973","GNAT3","Carbohydrate digestion and absorption"
23236,"hsa04973","PLCB1","Carbohydrate digestion and absorption"
5330,"hsa04973","PLCB2","Carbohydrate digestion and absorption"
5331,"hsa04973","PLCB3","Carbohydrate digestion and absorption"
5332,"hsa04973","PLCB4","Carbohydrate digestion and absorption"
5222,"hsa04974","PGA5","Protein digestion and absorption"
643847,"hsa04974","PGA4","Protein digestion and absorption"
643834,"hsa04974","PGA3","Protein digestion and absorption"
5646,"hsa04974","PRSS3","Protein digestion and absorption"
5645,"hsa04974","PRSS2","Protein digestion and absorption"
5644,"hsa04974","PRSS1","Protein digestion and absorption"
440387,"hsa04974","CTRB2","Protein digestion and absorption"
1504,"hsa04974","CTRB1","Protein digestion and absorption"
1506,"hsa04974","CTRL","Protein digestion and absorption"
63036,"hsa04974","CELA2A","Protein digestion and absorption"
51032,"hsa04974","CELA2B","Protein digestion and absorption"
10136,"hsa04974","CELA3A","Protein digestion and absorption"
23436,"hsa04974","CELA3B","Protein digestion and absorption"
1357,"hsa04974","CPA1","Protein digestion and absorption"
1358,"hsa04974","CPA2","Protein digestion and absorption"
1359,"hsa04974","CPA3","Protein digestion and absorption"
1360,"hsa04974","CPB1","Protein digestion and absorption"
1361,"hsa04974","CPB2","Protein digestion and absorption"
6550,"hsa04974","SLC9A3","Protein digestion and absorption"
6564,"hsa04974","SLC15A1","Protein digestion and absorption"
476,"hsa04974","ATP1A1","Protein digestion and absorption"
477,"hsa04974","ATP1A2","Protein digestion and absorption"
478,"hsa04974","ATP1A3","Protein digestion and absorption"
480,"hsa04974","ATP1A4","Protein digestion and absorption"
23439,"hsa04974","ATP1B4","Protein digestion and absorption"
481,"hsa04974","ATP1B1","Protein digestion and absorption"
482,"hsa04974","ATP1B2","Protein digestion and absorption"
483,"hsa04974","ATP1B3","Protein digestion and absorption"
486,"hsa04974","FXYD2","Protein digestion and absorption"
3783,"hsa04974","KCNN4","Protein digestion and absorption"
8645,"hsa04974","KCNK5","Protein digestion and absorption"
10008,"hsa04974","KCNE3","Protein digestion and absorption"
3784,"hsa04974","KCNQ1","Protein digestion and absorption"
3769,"hsa04974","KCNJ13","Protein digestion and absorption"
54407,"hsa04974","SLC38A2","Protein digestion and absorption"
4311,"hsa04974","MME","Protein digestion and absorption"
4224,"hsa04974","MEP1A","Protein digestion and absorption"
4225,"hsa04974","MEP1B","Protein digestion and absorption"
59272,"hsa04974","ACE2","Protein digestion and absorption"
5547,"hsa04974","PRCP","Protein digestion and absorption"
1803,"hsa04974","DPP4","Protein digestion and absorption"
7512,"hsa04974","XPNPEP2","Protein digestion and absorption"
6505,"hsa04974","SLC1A1","Protein digestion and absorption"
6510,"hsa04974","SLC1A5","Protein digestion and absorption"
6546,"hsa04974","SLC8A1","Protein digestion and absorption"
6543,"hsa04974","SLC8A2","Protein digestion and absorption"
6547,"hsa04974","SLC8A3","Protein digestion and absorption"
340024,"hsa04974","SLC6A19","Protein digestion and absorption"
6520,"hsa04974","SLC3A2","Protein digestion and absorption"
23428,"hsa04974","SLC7A8","Protein digestion and absorption"
206358,"hsa04974","SLC36A1","Protein digestion and absorption"
153201,"hsa04974","SLC36A2","Protein digestion and absorption"
120103,"hsa04974","SLC36A4","Protein digestion and absorption"
285641,"hsa04974","SLC36A3","Protein digestion and absorption"
117247,"hsa04974","SLC16A10","Protein digestion and absorption"
6519,"hsa04974","SLC3A1","Protein digestion and absorption"
11136,"hsa04974","SLC7A9","Protein digestion and absorption"
9056,"hsa04974","SLC7A7","Protein digestion and absorption"
2006,"hsa04974","ELN","Protein digestion and absorption"
1277,"hsa04974","COL1A1","Protein digestion and absorption"
1278,"hsa04974","COL1A2","Protein digestion and absorption"
1280,"hsa04974","COL2A1","Protein digestion and absorption"
1281,"hsa04974","COL3A1","Protein digestion and absorption"
1284,"hsa04974","COL4A2","Protein digestion and absorption"
1286,"hsa04974","COL4A4","Protein digestion and absorption"
1288,"hsa04974","COL4A6","Protein digestion and absorption"
1282,"hsa04974","COL4A1","Protein digestion and absorption"
1287,"hsa04974","COL4A5","Protein digestion and absorption"
1285,"hsa04974","COL4A3","Protein digestion and absorption"
1289,"hsa04974","COL5A1","Protein digestion and absorption"
1290,"hsa04974","COL5A2","Protein digestion and absorption"
50509,"hsa04974","COL5A3","Protein digestion and absorption"
1301,"hsa04974","COL11A1","Protein digestion and absorption"
255631,"hsa04974","COL24A1","Protein digestion and absorption"
85301,"hsa04974","COL27A1","Protein digestion and absorption"
1302,"hsa04974","COL11A2","Protein digestion and absorption"
1291,"hsa04974","COL6A1","Protein digestion and absorption"
1292,"hsa04974","COL6A2","Protein digestion and absorption"
1293,"hsa04974","COL6A3","Protein digestion and absorption"
131873,"hsa04974","COL6A6","Protein digestion and absorption"
256076,"hsa04974","COL6A5","Protein digestion and absorption"
1294,"hsa04974","COL7A1","Protein digestion and absorption"
1295,"hsa04974","COL8A1","Protein digestion and absorption"
