"ENSG_id","SRR7351059","SRR7351063","SRR7351065","SRR7351060","SRR7351064","SRR7351066"
"ENSG00000040933",4738,3889,4175,5932,2702,2973
"ENSG00000041353",408,455,334,479,297,211
"ENSG00000041357",2327,2208,1816,3215,2532,1119
"ENSG00000041515",13,11,11,13,0,8
"ENSG00000041802",906,1278,715,1107,655,321
"ENSG00000041880",261,266,90,461,204,33
"ENSG00000041982",0,3,0,0,2,0
"ENSG00000041988",219,238,197,300,228,183
"ENSG00000042062",28,62,27,18,45,16
"ENSG00000042088",383,358,225,442,204,100
"ENSG00000042286",116,139,83,160,78,30
"ENSG00000042304",0,1,0,0,0,0
"ENSG00000042317",71,93,36,81,43,19
"ENSG00000042429",505,536,340,428,214,203
"ENSG00000042445",656,651,530,946,485,342
"ENSG00000042493",1689,2317,1739,2558,1907,1941
"ENSG00000042753",883,1119,750,1361,850,553
"ENSG00000042781",0,1,2,0,21,1
"ENSG00000042813",0,1,0,0,0,0
"ENSG00000042832",99,37,77,63,80,70
"ENSG00000042980",763,1264,783,691,440,477
"ENSG00000043039",0,0,0,0,0,0
"ENSG00000043093",986,813,1212,1035,841,908
"ENSG00000043143",2807,2781,1463,3777,1577,892
"ENSG00000043355",0,1,0,0,0,0
"ENSG00000043462",11180,8857,12779,11090,9447,9075
"ENSG00000043514",321,436,233,405,250,120
"ENSG00000043591",10,19,2,21,6,2
"ENSG00000044012",0,0,0,0,0,0
"ENSG00000044090",305,482,461,416,313,302
"ENSG00000044115",2394,2490,3305,3084,2080,2420
"ENSG00000044446",1334,1246,2122,1606,1192,2428
"ENSG00000044459",169,219,141,216,98,133
"ENSG00000044524",0,1,0,0,0,0
"ENSG00000044574",12217,10878,7354,12906,7032,7681
"ENSG00000046604",2,4,7,2,6,1
"ENSG00000046647",239,210,133,262,108,51
"ENSG00000046651",1964,1516,1254,2339,1081,657
"ENSG00000046653",4,7,1,0,5,0
"ENSG00000046774",0,0,0,0,0,0
"ENSG00000046889",1,2,0,2,0,0
"ENSG00000047056",1580,1525,1380,2135,1053,1099
"ENSG00000047188",1625,1773,966,2020,1008,548
"ENSG00000047230",140,167,118,217,124,56
"ENSG00000047249",484,568,455,591,416,332
"ENSG00000047315",2863,2372,2615,3320,1913,1551
"ENSG00000047346",2395,1659,2264,2274,1120,1512
"ENSG00000047365",2982,3122,2227,3763,1530,1713
"ENSG00000047410",6903,4554,6009,6572,3681,4249
"ENSG00000047457",4,5,0,1,6,2
"ENSG00000047578",994,879,1459,1069,831,854
"ENSG00000047579",377,406,265,499,386,168
"ENSG00000047597",189,207,228,147,154,104
"ENSG00000047617",5,7,3,6,4,2
"ENSG00000047621",410,281,213,515,234,127
"ENSG00000047634",242,241,123,342,162,52
"ENSG00000047644",2975,1839,5693,2837,2991,4495
"ENSG00000047648",93,173,115,81,81,83
"ENSG00000047662",6,7,3,7,6,0
"ENSG00000047849",2261,2255,1261,3211,1401,752
"ENSG00000047932",1022,813,679,1402,667,363
"ENSG00000047936",0,2,0,0,0,0
"ENSG00000048028",1254,956,662,1854,492,311
"ENSG00000048052",874,1170,622,900,367,231
"ENSG00000048140",984,949,515,1427,780,305
"ENSG00000048162",598,580,168,563,160,98
"ENSG00000048342",19,27,24,23,14,10
"ENSG00000048392",1260,814,2131,1170,1211,1624
"ENSG00000048405",1866,1934,937,1698,654,634
"ENSG00000048462",38,12,8,35,16,3
"ENSG00000048471",1271,1315,760,1498,606,555
"ENSG00000048540",0,0,0,0,0,0
"ENSG00000048544",509,464,341,683,354,220
"ENSG00000048545",1,0,0,0,0,0
"ENSG00000048649",1773,1526,1507,1696,838,904
"ENSG00000048707",3382,2801,2521,3530,1432,1596
"ENSG00000048740",12312,8838,18530,14069,9261,15516
"ENSG00000048828",5723,4699,8206,6516,4524,6397
"ENSG00000048991",718,657,389,908,301,186
"ENSG00000049089",299,288,309,307,197,631
"ENSG00000049130",2,3,2,3,1,1
"ENSG00000049167",131,127,92,172,63,58
"ENSG00000049192",50,68,19,66,29,9
"ENSG00000049239",1867,1794,1569,2652,1121,1267
"ENSG00000049245",1872,2086,2296,2361,2473,1998
"ENSG00000049246",209,256,76,247,77,27
"ENSG00000049247",394,303,346,483,306,274
"ENSG00000049249",252,68,378,213,151,259
"ENSG00000049283",1,1,1,0,0,0
"ENSG00000049323",148,195,202,97,148,140
"ENSG00000049449",394,480,212,556,360,93
"ENSG00000049540",0,0,1,0,1,0
"ENSG00000049541",311,281,394,432,254,338
"ENSG00000049618",2755,2502,2087,2924,1361,1478
"ENSG00000049656",1650,1557,1077,2193,1188,753
"ENSG00000049759",70,146,72,90,89,72
"ENSG00000049768",165,143,35,235,73,11
"ENSG00000049769",180,170,106,245,144,62
"ENSG00000049860",1815,2117,2124,2107,1577,1566
"ENSG00000049883",344,320,179,426,173,69
"ENSG00000050030",9,6,8,15,3,1
"ENSG00000050130",907,807,1031,979,853,823
"ENSG00000050165",20,10,6,20,6,6
"ENSG00000050327",114,149,61,110,72,29
"ENSG00000050344",289,466,136,312,275,49
"ENSG00000050393",340,438,260,425,274,137
"ENSG00000050405",314,248,129,456,134,24
"ENSG00000050426",1101,829,720,1553,688,366
"ENSG00000050438",295,293,179,403,146,74
"ENSG00000050555",9,6,1,10,3,0
"ENSG00000050628",11,15,5,15,6,5
"ENSG00000050730",129,47,22,149,14,5
"ENSG00000050748",796,838,620,1014,498,353
"ENSG00000050767",10,12,9,8,11,5
"ENSG00000050820",0,4,3,1,3,1
"ENSG00000051009",1525,1508,2401,2122,1402,2575
"ENSG00000051108",3263,2959,2229,2639,1809,1789
"ENSG00000051128",207,195,307,250,154,295
"ENSG00000051180",37,24,9,66,16,5
"ENSG00000051341",61,35,20,111,10,6
"ENSG00000051382",950,1001,916,870,609,812
"ENSG00000051523",11501,11005,15450,16199,14996,14120
"ENSG00000051596",320,365,143,448,236,59
"ENSG00000051620",2353,1864,3469,2441,2001,3327
"ENSG00000051825",1124,905,502,1465,555,182
"ENSG00000052126",125,131,57,103,59,17
"ENSG00000052344",5,4,5,1,4,3
"ENSG00000052723",999,852,777,1335,719,451
"ENSG00000052749",2523,1880,2486,2373,2066,1423
"ENSG00000052795",373,611,316,580,349,258
"ENSG00000052802",226,205,140,376,143,70
"ENSG00000052841",2551,2479,1794,2942,1565,1088
"ENSG00000052850",0,0,0,0,0,0
"ENSG00000053108",5,10,4,2,2,3
"ENSG00000053254",3378,2872,3094,3573,1810,2324
"ENSG00000053328",4,6,1,1,2,0
"ENSG00000053371",324,365,224,470,228,146
"ENSG00000053372",250,289,117,383,145,57
"ENSG00000053438",5,4,1,0,6,0
"ENSG00000053501",282,275,141,301,169,86
"ENSG00000053524",104,155,31,86,47,5
"ENSG00000053702",12,11,1,6,13,0
"ENSG00000053747",1,3,2,3,9,0
"ENSG00000053770",1020,860,1022,1259,770,699
"ENSG00000053900",1644,1508,944,2095,1129,653
"ENSG00000053918",808,843,1072,945,680,771
"ENSG00000054116",854,860,801,1096,843,550
"ENSG00000054118",3922,2846,5057,4385,3317,3378
"ENSG00000054148",388,389,178,647,329,113
"ENSG00000054179",57,11,107,28,23,43
"ENSG00000054219",534,674,647,611,822,436
"ENSG00000054267",4557,3260,4878,3845,3250,3333
"ENSG00000054277",175,236,218,230,182,150
"ENSG00000054282",483,445,466,583,346,405
"ENSG00000054356",13,20,9,7,7,1
"ENSG00000054392",71,103,42,82,38,16
"ENSG00000054523",1677,1633,2599,1725,1877,2933
"ENSG00000054598",3,7,9,4,3,23
"ENSG00000054611",1377,1410,1298,1628,1037,803
"ENSG00000054654",11546,6805,8234,13261,3781,4634
"ENSG00000054690",8,15,4,6,17,3
"ENSG00000054793",191,184,225,187,169,314
"ENSG00000054796",0,0,0,0,0,0
"ENSG00000054803",0,0,0,0,0,0
"ENSG00000054938",0,2,0,0,0,0
"ENSG00000054965",1152,1148,1140,1319,754,924
"ENSG00000054967",3717,4034,4703,4209,4275,3698
"ENSG00000054983",1484,1334,1498,1856,1429,822
"ENSG00000055044",1507,1402,647,1806,798,280
"ENSG00000055070",2952,2861,2255,3785,2592,1576
"ENSG00000055118",42,33,19,46,17,7
"ENSG00000055130",1445,1760,838,2151,1116,454
"ENSG00000055147",476,439,352,593,318,255
"ENSG00000055163",6708,5468,5520,8827,3964,4854
"ENSG00000055208",4569,3746,5824,4690,3514,4418
"ENSG00000055211",554,636,532,614,577,370
"ENSG00000055332",4002,4471,6513,3572,3692,4678
"ENSG00000055483",1693,1867,748,1912,944,327
"ENSG00000055609",5760,4340,8339,5198,3256,5537
"ENSG00000055732",37,45,11,37,15,3
"ENSG00000055813",0,0,0,0,0,0
"ENSG00000055917",4534,3346,5464,4792,3136,3737
"ENSG00000055950",450,486,345,660,332,206
"ENSG00000055955",18,30,23,27,23,35
"ENSG00000055957",13,35,14,15,14,4
"ENSG00000056050",198,242,123,291,165,84
"ENSG00000056097",1845,1867,1561,2110,1167,1061
"ENSG00000056277",123,157,85,216,59,35
"ENSG00000056291",0,0,0,0,0,0
"ENSG00000056487",0,0,0,2,1,0
"ENSG00000056558",3130,2455,1267,4018,1528,543
"ENSG00000056586",2600,2260,2005,2852,1508,1337
"ENSG00000056736",16,13,10,10,14,1
"ENSG00000056972",161,196,209,149,123,105
"ENSG00000056998",0,0,0,0,0,0
"ENSG00000057019",10,32,7,8,15,2
"ENSG00000057149",0,0,0,0,0,0
"ENSG00000057252",1336,1316,2110,1763,1336,1989
"ENSG00000057294",14,50,70,12,31,60
"ENSG00000057468",9,7,1,7,8,4
"ENSG00000057593",0,3,4,0,1,0
"ENSG00000057608",5211,5517,5281,7212,5113,4293
"ENSG00000057657",1692,1167,1804,1963,1038,941
"ENSG00000057663",603,621,422,723,485,271
"ENSG00000057704",1168,544,3154,800,923,2999
"ENSG00000057757",784,818,582,1017,554,400
"ENSG00000057935",329,282,158,348,162,56
"ENSG00000058056",206,198,90,227,116,32
"ENSG00000058063",3929,3083,4348,4051,2470,5737
"ENSG00000058085",0,1,0,0,4,0
"ENSG00000058091",266,275,994,207,406,806
"ENSG00000058262",3178,3346,2339,4000,2268,1704
"ENSG00000058272",4477,3251,6071,4538,3041,5038
"ENSG00000058335",4,10,2,5,4,2
"ENSG00000058404",0,0,2,2,0,0
"ENSG00000058453",1042,1160,475,1346,679,211
"ENSG00000058600",902,936,470,1190,613,213
"ENSG00000058668",5567,4596,4099,6951,2928,3554
"ENSG00000058673",13,6,12,27,19,6
"ENSG00000058729",347,380,273,449,219,114
"ENSG00000058799",605,544,902,734,719,760
"ENSG00000058804",303,251,137,375,165,62
"ENSG00000058866",288,351,454,268,147,360
"ENSG00000059122",1453,2653,735,2064,1247,416
"ENSG00000059145",1111,932,1577,1281,1200,1140
"ENSG00000059377",3990,3083,6295,3738,3352,6247
"ENSG00000059378",3239,4085,2415,3996,2958,827
"ENSG00000059573",499,402,213,619,270,62
"ENSG00000059588",1517,1336,591,1710,520,181
"ENSG00000059691",192,209,116,250,132,67
"ENSG00000059728",14540,6749,44507,12568,20109,35605
"ENSG00000059758",1444,1500,1134,1378,785,729
"ENSG00000059769",165,164,149,200,188,89
"ENSG00000059804",8377,7715,13454,9649,16665,14370
"ENSG00000059915",50,45,19,64,37,11
"ENSG00000060069",1324,1179,1480,1604,1094,1326
"ENSG00000060138",1970,2338,1749,2190,1304,1599
"ENSG00000060140",106,24,32,111,12,17
"ENSG00000060237",8506,5608,9000,8259,3837,5947
"ENSG00000060303",0,0,0,0,0,0
"ENSG00000060339",2311,2190,1343,2785,1441,803
"ENSG00000060491",3714,3727,3647,4606,4003,2447
"ENSG00000060558",515,751,490,624,592,404
"ENSG00000060566",2,3,3,1,1,1
"ENSG00000060642",247,212,255,260,176,187
"ENSG00000060656",3,9,0,6,3,1
"ENSG00000060688",457,513,319,697,303,171
"ENSG00000060709",1,2,0,9,1,1
"ENSG00000060718",0,1,0,0,15,0
"ENSG00000060749",522,610,380,662,317,205
"ENSG00000060762",567,579,420,723,509,240
"ENSG00000060971",2521,2481,3505,3085,2511,3390
"ENSG00000060982",139,251,221,240,269,502
"ENSG00000061273",5215,4211,5329,5363,3624,4768
"ENSG00000061337",15,17,2,12,4,1
"ENSG00000061455",0,1,0,0,0,0
"ENSG00000061492",0,0,0,2,0,0
"ENSG00000061656",90,92,4,29,22,3
"ENSG00000061676",151,168,124,123,88,81
"ENSG00000061794",513,510,272,719,362,154
"ENSG00000061918",145,220,182,158,165,140
"ENSG00000061936",2103,2052,1548,2554,1264,1011
"ENSG00000061938",5411,5588,5600,6482,3930,4501
"ENSG00000061987",2683,2361,2620,2796,1323,1634
"ENSG00000062038",1,2,6,1,0,0
"ENSG00000062096",0,0,0,0,0,0
"ENSG00000062194",3264,2615,3609,3567,2973,2215
"ENSG00000062282",2268,992,4929,1576,2889,4453
"ENSG00000062370",5,5,3,7,2,2
"ENSG00000062485",2180,2330,1537,2802,1597,911
"ENSG00000062524",366,625,190,358,205,55
"ENSG00000062582",3,9,3,4,3,1
"ENSG00000062598",1799,1705,1498,2280,1326,1698
"ENSG00000062650",2711,2091,2656,2728,1829,1780
"ENSG00000062716",9081,5895,19116,8074,11065,14188
"ENSG00000062725",1093,969,1241,1332,807,755
"ENSG00000062822",361,394,230,591,254,156
"ENSG00000063015",25,18,11,4,2,13
"ENSG00000063046",12532,11665,8134,14702,8279,5618
"ENSG00000063127",110,133,95,178,118,38
"ENSG00000063169",896,801,888,1076,681,576
"ENSG00000063176",322,358,201,428,191,127
"ENSG00000063177",10459,10896,5031,14054,7140,3193
"ENSG00000063180",142,144,63,183,95,23
"ENSG00000063241",171,202,69,230,98,43
"ENSG00000063244",4911,4669,4452,5639,3756,2999
"ENSG00000063245",1685,1871,1684,2220,1499,1237
"ENSG00000063322",1215,1201,978,1516,821,580
"ENSG00000063438",42,44,40,52,31,10
"ENSG00000063515",0,1,0,0,0,0
"ENSG00000063587",558,460,183,695,197,89
"ENSG00000063601",1548,1341,986,1723,944,703
"ENSG00000063660",18,18,7,29,11,4
"ENSG00000063761",158,180,104,231,107,49
"ENSG00000063854",559,666,504,804,512,297
"ENSG00000063978",1752,1627,1406,2194,1095,949
"ENSG00000064012",7529,4724,8447,7785,5346,4813
"ENSG00000064042",8,12,14,9,1,6
"ENSG00000064102",508,403,255,574,215,140
"ENSG00000064115",825,820,671,1090,591,475
"ENSG00000064195",0,2,0,0,0,0
"ENSG00000064199",23,41,12,23,23,7
"ENSG00000064201",2470,2288,1657,4158,2167,834
"ENSG00000064205",0,0,0,0,0,0
"ENSG00000064218",0,0,0,0,0,0
"ENSG00000064225",717,581,1429,631,756,1005
"ENSG00000064270",15,13,85,10,7,175
"ENSG00000064300",13,21,10,55,24,4
"ENSG00000064309",21,13,6,17,8,0
"ENSG00000064313",1048,973,795,1281,460,438
"ENSG00000064393",1615,1855,1713,1977,1066,1914
"ENSG00000064419",1668,1295,1994,1846,1038,1746
"ENSG00000064489",5,4,8,3,4,3
"ENSG00000064490",793,720,543,936,748,434
"ENSG00000064545",187,246,105,335,151,56
"ENSG00000064547",3423,2382,8551,3611,5776,8156
"ENSG00000064601",3560,4726,4263,4401,4462,3517
"ENSG00000064607",3521,3534,2369,4819,2482,1312
"ENSG00000064651",262,251,133,258,116,36
"ENSG00000064652",88,133,45,141,59,28
"ENSG00000064655",1,1,1,0,2,0
"ENSG00000064666",11141,7913,17805,12011,11899,14242
"ENSG00000064687",7033,5038,12057,8107,7150,9638
"ENSG00000064692",0,1,0,0,0,0
"ENSG00000064703",363,377,297,422,186,191
"ENSG00000064726",1431,1462,1077,1874,1029,682
"ENSG00000064763",746,632,1467,686,781,868
"ENSG00000064787",9,13,1,17,9,2
"ENSG00000064835",1,3,1,1,0,0
"ENSG00000064886",267,155,56,460,118,27
"ENSG00000064932",6829,5079,10362,7983,8538,9504
"ENSG00000064933",684,504,347,850,356,148
"ENSG00000064961",1102,1184,824,1395,940,553
"ENSG00000064989",36,70,41,32,35,16
"ENSG00000064995",841,840,536,995,569,318
"ENSG00000064999",642,709,921,695,519,1063
"ENSG00000065000",3221,3071,2608,4184,2346,1682
"ENSG00000065029",1090,1111,630,1508,611,299
"ENSG00000065054",31,59,27,58,39,14
"ENSG00000065057",110,108,73,221,101,37
"ENSG00000065060",680,602,437,867,327,247
"ENSG00000065135",3248,2530,4374,3426,3152,3671
"ENSG00000065150",1262,1236,642,1676,784,312
"ENSG00000065154",760,688,775,964,703,702
"ENSG00000065183",399,385,234,513,223,142
"ENSG00000065243",3629,2404,5911,3121,2356,3358
"ENSG00000065268",261,349,140,412,219,109
"ENSG00000065308",928,997,523,1301,578,242
"ENSG00000065320",1,6,2,12,5,1
"ENSG00000065325",0,0,0,0,0,0
"ENSG00000065328",23,11,15,58,10,5
"ENSG00000065357",5992,5503,3468,6763,3908,1929
"ENSG00000065361",10,12,5,2,7,0
"ENSG00000065371",0,0,0,1,0,0
"ENSG00000065413",6802,5512,7067,6916,4320,4461
"ENSG00000065427",1919,1842,1029,2744,1573,611
"ENSG00000065457",708,673,743,893,523,463
"ENSG00000065485",103,97,69,97,48,52
"ENSG00000065491",344,352,252,470,247,172
"ENSG00000065518",861,868,711,1187,837,516
"ENSG00000065526",6079,5126,6603,5944,3091,4759
"ENSG00000065534",229,240,366,134,167,268
"ENSG00000065548",1677,1685,1013,1786,1028,678
"ENSG00000065559",1343,842,2538,1295,1068,1736
"ENSG00000065600",280,299,148,372,208,99
"ENSG00000065609",0,1,0,0,0,0
"ENSG00000065613",2560,2058,2761,2631,2338,2180
"ENSG00000065615",3073,2164,4805,2792,2889,3901
"ENSG00000065618",6,11,30,4,29,17
"ENSG00000065621",22,37,47,30,46,28
"ENSG00000065665",420,197,435,374,223,254
"ENSG00000065675",1052,1013,380,1287,504,120
"ENSG00000065717",123,134,40,147,87,10
"ENSG00000065802",802,784,663,1149,587,465
"ENSG00000065809",3891,3543,3569,4753,2850,2789
"ENSG00000065833",54,68,35,56,33,29
"ENSG00000065882",2709,1970,5044,2856,2317,3385
"ENSG00000065883",2424,2146,2272,2615,1281,1550
"ENSG00000065911",685,922,495,1214,1086,355
"ENSG00000065923",289,471,335,410,211,201
"ENSG00000065970",1285,1301,1359,1442,815,1004
"ENSG00000065978",7495,8933,4435,10552,6372,2854
"ENSG00000065989",407,528,222,713,397,189
"ENSG00000066027",4245,2913,7423,4350,3986,6320
"ENSG00000066032",0,3,2,0,0,0
"ENSG00000066044",888,850,629,1183,604,352
"ENSG00000066056",13,17,9,8,12,7
"ENSG00000066084",2316,1628,3683,2009,1633,2546
"ENSG00000066117",1122,1101,824,1417,799,450
"ENSG00000066135",1152,1091,1116,1287,750,624
"ENSG00000066136",1567,1408,2354,1789,1504,1684
"ENSG00000066185",15,11,5,18,7,6
"ENSG00000066230",1,3,0,4,1,2
"ENSG00000066248",0,0,0,0,0,0
"ENSG00000066279",142,55,19,171,38,10
"ENSG00000066294",3819,3316,2225,3965,1422,1011
"ENSG00000066322",1314,1430,1476,1786,1196,1022
"ENSG00000066336",12912,11121,22987,14503,17730,20741
"ENSG00000066379",327,318,218,451,295,148
"ENSG00000066382",2,5,4,4,1,1
"ENSG00000066405",0,0,0,0,0,0
"ENSG00000066422",2034,2159,1278,1893,1009,719
"ENSG00000066427",1143,1211,1109,1508,903,719
"ENSG00000066455",765,726,698,914,542,462
"ENSG00000066468",14,11,11,2,21,0
"ENSG00000066557",363,339,178,433,164,108
"ENSG00000066583",254,232,259,306,166,150
"ENSG00000066629",0,2,0,0,0,0
"ENSG00000066651",268,269,124,288,118,60
"ENSG00000066654",2512,2265,1167,2614,1055,990
"ENSG00000066697",133,110,88,156,84,34
"ENSG00000066735",0,31,5,1,11,0
"ENSG00000066739",2153,1831,1611,2182,938,1128
"ENSG00000066777",2451,2109,2846,2617,1603,1973
"ENSG00000066813",0,1,0,0,0,0
"ENSG00000066827",231,188,330,220,181,183
"ENSG00000066855",122,128,63,162,82,29
"ENSG00000066923",59,56,26,60,32,32
"ENSG00000066926",256,303,183,385,192,91
"ENSG00000066933",834,756,462,950,312,226
"ENSG00000067048",12758,0,0,8007,1,5
"ENSG00000067057",1075,960,273,1626,577,144
"ENSG00000067064",2096,2014,1538,2527,2551,2040
"ENSG00000067066",5826,5379,6828,5989,4854,4427
"ENSG00000067082",15189,15310,23961,18849,19413,21886
"ENSG00000067113",49,49,23,80,35,7
"ENSG00000067141",137,129,123,151,79,113
"ENSG00000067167",3616,3762,2275,4441,2480,1301
"ENSG00000067177",3,3,1,5,7,1
"ENSG00000067182",4692,3707,9850,4746,6796,7749
"ENSG00000067191",414,412,202,538,203,85
"ENSG00000067208",462,467,683,503,445,563
"ENSG00000067221",151,167,87,251,201,62
"ENSG00000067225",9008,11525,8008,12643,7746,6290
"ENSG00000067248",810,816,594,1022,434,361
"ENSG00000067334",1620,1627,875,1418,912,667
"ENSG00000067365",544,589,624,572,417,415
"ENSG00000067369",957,823,893,1027,720,473
"ENSG00000067445",9,21,2,6,8,3
"ENSG00000067533",295,269,134,342,186,46
"ENSG00000067560",12571,12198,15344,16184,12042,13090
"ENSG00000067596",1731,1498,1876,1821,1377,1146
"ENSG00000067601",37,34,14,43,25,7
"ENSG00000067606",385,326,413,331,298,315
"ENSG00000067646",457,0,0,604,0,1
"ENSG00000067704",1348,1225,832,1752,908,610
"ENSG00000067715",4,5,4,1,2,4
"ENSG00000067798",14,13,39,7,15,11
"ENSG00000067829",1054,1139,787,1554,907,519
"ENSG00000067836",821,1024,619,1444,636,628
"ENSG00000067840",580,733,634,907,443,273
"ENSG00000067842",0,0,0,0,0,0
"ENSG00000067900",6481,4922,8369,6215,4342,7006
"ENSG00000067955",1499,1339,1124,2152,1302,798
"ENSG00000067992",558,403,913,537,507,853
"ENSG00000068001",97,121,141,123,106,66
"ENSG00000068024",1726,1748,2176,1951,1750,2328
"ENSG00000068028",3240,3035,2548,4684,1961,1267
"ENSG00000068078",2,1,0,0,0,0
"ENSG00000068079",1258,1457,1108,1832,2093,484
"ENSG00000068097",376,510,234,517,246,151
"ENSG00000068120",1291,1257,1217,1697,1152,863
"ENSG00000068137",18,32,13,23,15,13
"ENSG00000068305",2002,2450,2016,2599,1725,2717
"ENSG00000068308",2798,2279,3401,3147,2400,2467
"ENSG00000068323",3256,2605,5112,3447,3693,4207
"ENSG00000068354",629,569,500,763,407,332
"ENSG00000068366",2208,2153,4005,2663,3356,3687
"ENSG00000068383",519,380,1081,479,499,839
"ENSG00000068394",523,397,372,643,354,254
"ENSG00000068400",3123,2913,3176,3790,2932,2319
"ENSG00000068438",829,881,375,1033,458,207
"ENSG00000068489",160,157,106,278,158,54
"ENSG00000068615",6,3,10,5,7,5
"ENSG00000068650",4168,3947,5944,4760,2971,5523
"ENSG00000068654",823,853,448,1010,412,216
"ENSG00000068697",2410,2695,2235,2739,2719,1849
"ENSG00000068724",2230,3184,1789,3025,1788,1354
"ENSG00000068745",1253,1163,1297,1543,1206,825
"ENSG00000068781",0,0,0,0,0,0
"ENSG00000068784",475,409,468,634,490,410
"ENSG00000068796",1817,1633,1036,1998,920,511
"ENSG00000068831",8696,8991,7856,11428,8106,6166
"ENSG00000068878",2049,1652,1692,2173,1112,1080
"ENSG00000068885",345,295,171,446,215,59
"ENSG00000068903",1439,1415,1283,2025,1228,963
"ENSG00000068912",493,449,357,649,412,252
"ENSG00000068971",505,550,515,704,463,550
"ENSG00000068976",507,418,645,400,402,589
"ENSG00000068985",0,0,0,0,0,0
"ENSG00000069011",2,1,0,2,0,0
"ENSG00000069018",0,1,0,0,0,0
"ENSG00000069020",334,311,153,313,143,112
"ENSG00000069122",0,2,0,0,0,1
"ENSG00000069188",17,73,44,26,28,15
"ENSG00000069206",0,0,3,0,0,0
"ENSG00000069248",764,817,536,919,428,287
"ENSG00000069275",2339,2071,1262,3015,1328,512
"ENSG00000069329",2015,2270,1885,2666,1540,1823
"ENSG00000069345",1594,1453,1216,1706,1138,1033
"ENSG00000069399",2371,2127,2450,2406,3568,2315
"ENSG00000069424",6624,5858,5703,8884,4095,3965
"ENSG00000069431",0,1,0,0,0,1
"ENSG00000069482",0,0,0,0,0,0
"ENSG00000069493",3438,3055,2158,4509,1970,1179
"ENSG00000069509",143,110,91,149,115,56
"ENSG00000069535",2,7,9,3,6,21
"ENSG00000069667",5244,4030,1791,5808,1688,413
"ENSG00000069696",18,18,13,16,25,4
"ENSG00000069702",1268,811,574,2024,522,126
"ENSG00000069712",0,0,0,0,0,0
"ENSG00000069764",1,0,0,4,2,0
"ENSG00000069812",0,0,0,0,0,0
"ENSG00000069849",912,1154,577,1567,824,404
"ENSG00000069869",151,188,221,162,82,198
"ENSG00000069943",961,621,967,819,686,366
"ENSG00000069956",513,579,329,653,314,201
"ENSG00000069966",645,647,294,709,313,173
"ENSG00000069974",2939,2058,4763,3861,3191,4637
"ENSG00000069998",550,688,374,758,488,251
"ENSG00000070010",1429,1094,1385,1500,1163,923
"ENSG00000070018",83,48,88,65,37,102
"ENSG00000070019",4,4,5,1,4,9
"ENSG00000070031",3,21,4,7,17,0
"ENSG00000070047",1933,1861,1463,2192,1228,812
"ENSG00000070061",1286,1213,687,1651,753,417
"ENSG00000070081",770,625,464,916,600,278
"ENSG00000070087",10,16,9,20,25,8
"ENSG00000070159",6,2,2,7,12,0
